Parameter,Most-likely Model,16th,50th,84th
a_cz,419584.2056881712,435289.3207292424,35051.21925887646,33586.499147034716
tau_cz,0.0020510340053390697,0.002001784497352502,5.220654734360746e-05,6.040295684779759e-05
psi_cz,48820.21150564511,71637.16459328937,54900.056504769906,31381.564901623453
a_he,-0.00047001738029640996,-0.0004899597399093433,0.00010491044358194922,0.0001342425161858057
c_he,-8.731142928968425e-08,3.9454263273940294e-08,1.982275402697319e-07,1.958502907800239e-07
tau_he,0.0013875671394011453,0.0013382619773998586,3.9528238731934874e-05,7.49037138605441e-05
psi_he,-3.8341418623442296,-3.1354726211475876,1.0775628666028618,0.5428083919345092
