Parameter,Most-likely Model,16th,50th,84th
a_cz,-425375.40917863284,-423729.3620991065,24644.172221443325,23524.29690371774
tau_cz,0.0019990297000138384,0.001993583581180439,2.765585980155777e-05,2.879293148763803e-05
psi_cz,16443.782899116428,16852.74045675543,5146.946139710941,4147.992881937042
a_he,-0.00013828916960142995,-0.000189279833011862,5.668665394291538e-05,8.317010437119255e-05
c_he,-5.51705959330846e-07,-2.571613307976157e-07,3.483866259539458e-07,3.1511283916068755e-07
tau_he,0.0012380283903725318,0.0012391402977431258,1.191280410448004e-05,1.0955036655425215e-05
psi_he,-5.844121704335283e-06,5.956269523842657e-05,0.0001273772819022323,0.00012259654332993092
