Parameter,Most-likely Model,16th,50th,84th
a_cz,-716559.8883599066,243701.0219570645,-615396.6542367821,1197711.240311908
tau_cz,0.0084390580311075,0.0021940992777427803,0.00313960238422109,0.003576139459933683
psi_cz,0.9993325550588567,0.0011022284555307627,1.0005496795732023,0.0010842069279854982
a_he,0.0014898852855158694,0.00036847686255888495,0.0013493876294733706,0.00033970661490486265
c_he,3.8463688205608454e-07,1.147742075147645e-07,3.619622233495477e-07,7.933065662413555e-08
tau_he,0.0009963136155357248,4.293628343992706e-05,0.000994770999278981,4.1827306001143184e-05
psi_he,3.013259765122119,0.8449757643264117,3.022240034144482,0.8702830271857138
