Parameter,Most-likely Model,16th,50th,84th
a_cz,321330.32825602824,425798.63157785026,239362.2076787665,135509.29900862626
tau_cz,0.003803140039888418,0.0013513804146202397,0.0037430624839530718,4.6550094709576356e-05
psi_cz,29.982313984244353,47.99981159759089,47.99981213382368,5239755469.837053
a_he,-0.0034852181009437165,0.00047448537698623885,-0.0035922848656299616,0.0004349555345881744
c_he,5.270663049841521e-07,2.676426652224597e-08,5.330088625941926e-07,2.64049527058705e-08
tau_he,0.0007816738739312233,8.06584099542079e-06,0.0007817132286465561,8.336995609106181e-06
psi_he,4.701308590975058,0.22061827416088686,4.712234676683456,0.2140577247527755
