Parameter,Most-likely Model,16th,50th,84th
a_cz,154489.94427849547,104858.82419509161,26629.13676007753,118366.92401647885
tau_cz,0.003313995078505291,0.0006466875070334751,0.0032290186482139866,0.0005906991037617931
psi_cz,124571.4873831533,382.66913743481905,382.6936323246671,8958673.306022849
a_he,-0.001271510409238364,0.00028680981152331476,-0.0013487182604818276,0.00023925854995350982
c_he,2.540993246337995e-07,1.0307821967740977e-07,2.9263878719041433e-07,1.0539584704228468e-07
tau_he,0.0011711806441101118,2.5915343645922535e-05,0.0011714204590982094,2.6348285812317863e-05
psi_he,-0.2516165428248459,0.4446831907444476,-0.2531694205635673,0.43880343535241095
