Parameter,Most-likely Model,16th,50th,84th
a_cz,-2334684.0395441283,1006509.5381190488,-1189501.233082727,2600212.180838214
tau_cz,0.0067972884734505,0.003926866027241893,0.003202739177536356,0.003775495172562744
psi_cz,0.0003325771851709644,557.7607166875858,557.7685822900875,46629969.31127426
a_he,0.0002912772333634695,0.0002003090218414216,0.00013663460851035908,0.0002165277824309109
c_he,1.7110395457899441e-07,1.269873583428748e-07,1.5980360319553227e-07,1.5234618432072062e-07
tau_he,0.0030407584241588263,0.001113909485529886,0.0007443694307226825,0.001178621849412418
psi_he,1.6469114933411066,2.746956918831234,1.60355928248638,2.5642698706274585
