Parameter,Most-likely Model,16th,50th,84th
a_cz,-2272620.4310698677,729394.5445179278,-2135757.4016149817,750846.1499685228
tau_cz,0.002750060094792002,0.00013258725473798633,0.002741407781371586,0.0001367811651700416
psi_cz,3.951676905411678e-08,2809.648137848056,2809.648137848056,1.0554128209642674e+22
a_he,-0.0010441834736594252,0.010713836931961956,-0.00043135810608908344,0.010540665694159493
c_he,3.1036066110379155e-07,1.620422641758351e-06,2.6006892197698906e-06,2.2726199082933426e-06
tau_he,0.001692987918696231,0.0018931138821035867,0.0010108607649838483,0.0017197206674094275
psi_he,-8.637007655685295,63.778693447105454,2.146633957781389,64.26291557575364
