Parameter,Most-likely Model,16th,50th,84th
a_cz,-1207422.997998321,203850.54686173145,-1135477.5040081725,207588.68732021865
tau_cz,0.002442778644289821,4.130462210948961e-05,0.0024502666051085557,4.856121179530257e-05
psi_cz,0.006374190959807291,4.419416968470665,4.425382572031952,2190.9048793056754
a_he,-0.0006108236441289892,0.00020483530533107564,-0.0006138322502004244,0.00015690313922522674
c_he,1.8186888880719147e-07,3.578289040440142e-08,1.8532266805155123e-07,3.7671070547227074e-08
tau_he,0.0005312214361049847,1.6560037622249924e-05,0.0005340439041232978,1.822805453281155e-05
psi_he,15.24781243928512,5.253432345736083,15.048268979048707,0.6265862776311923
