Parameter,Most-likely Model,16th,50th,84th
a_cz,483458.59490726166,308633.4315096765,74417.4168684337,342776.5799929637
tau_cz,0.003467958216791245,0.0006052891840784345,0.003480711436454396,0.0005654541917909589
psi_cz,0.03417027990945242,24.2103270002645,24.212417633390434,251406.0112551529
a_he,0.0016942333790749416,0.0008094262046790641,0.0022068931420127346,0.0010838832106337608
c_he,2.930751983135276e-07,2.4979537530448445e-07,4.5507396223954477e-07,2.391146862494184e-07
tau_he,0.0011444627625140247,6.108646680088865e-05,0.0011328718763140583,6.098646392884441e-05
psi_he,0.7190449352202748,1.016030075358312,0.908864953998465,1.0084608060349705
