2064,9955598,16,2,2832.02993,0.97081
2065,9955598,17,0,2842.75392,0.09178
2066,9955598,17,1,2915.38816,0.19104
2067,9955598,17,2,2984.47851,0.30288
2068,9955598,18,0,2995.28897,0.14021
2069,9955598,18,1,3067.69017,0.10496
2070,9955598,18,2,3137.4329,0.21922
2071,9955598,19,0,3147.49469,0.05828
2072,9955598,19,1,3220.83533,0.09628
2073,9955598,19,2,3291.02654,0.23243
2074,9955598,20,0,3300.4885,0.07004
2075,9955598,20,1,3373.93068,0.07214
2076,9955598,20,2,3444.61767,0.19877
2077,9955598,21,0,3453.59488,0.05979
2078,9955598,21,1,3527.12756,0.07929
2079,9955598,21,2,3597.6206,0.21079
2080,9955598,22,0,3606.29555,0.09546
2081,9955598,22,1,3680.37095,0.1157
2082,9955598,22,2,3750.87085,0.36503
2083,9955598,23,0,3760.04417,0.17189
2084,9955598,23,1,3833.91607,0.15453
2085,9955598,23,2,3904.3897,0.38401
2086,9955598,24,0,3913.24866,0.19666
2087,9955598,24,1,3987.71823,0.22648
2088,9955598,24,2,4062.57618,1.3264
2089,9955598,25,0,4066.77269,0.48493
2090,9955598,25,1,4142.72783,0.51532
2091,9955598,25,2,4215.2226,0.92544
2092,9955598,26,0,4222.40969,0.8034
2093,9955598,26,1,4296.63249,0.50659
2094,9955598,27,1,4453.44353,0.85669
