55,1,12,2,1686.42,0.31
56,1,13,0,1695.07,0.09
57,1,13,1,1749.21,0.1
58,1,13,2,1804.17,0.27
59,1,14,0,1812.43,0.1
60,1,14,1,1866.52,0.12
61,1,14,2,1921.21,0.16
62,1,15,0,1928.9,0.07
63,1,14,3,1970.96,5.14
64,1,15,1,1982.59,0.07
65,1,15,2,2036.67,0.14
66,1,16,0,2044.28,0.06
67,1,15,3,2085.37,1.5
68,1,16,1,2098.08,0.06
69,1,16,2,2152.42,0.1
70,1,17,0,2159.58,0.06
71,1,16,3,2200.58,1.22
72,1,17,1,2214.17,0.06
73,1,17,2,2268.96,0.08
74,1,18,0,2275.95,0.05
75,1,17,3,2319.12,0.37
76,1,18,1,2331.14,0.04
77,1,18,2,2386.26,0.06
78,1,19,0,2392.71,0.04
79,1,18,3,2436.66,0.3
80,1,19,1,2448.25,0.04
81,1,19,2,2503.5,0.06
82,1,20,0,2509.67,0.04
83,1,19,3,2554.15,0.15
84,1,20,1,2565.4,0.04
85,1,20,2,2620.56,0.07
86,1,21,0,2626.4,0.04
87,1,20,3,2671.72,0.17
88,1,21,1,2682.4,0.05
89,1,21,2,2737.74,0.08
90,1,22,0,2743.33,0.06
91,1,21,3,2789.15,0.28
92,1,22,1,2799.73,0.06
93,1,22,2,2855.63,0.12
94,1,23,0,2860.72,0.1
95,1,22,3,2906.87,0.44
96,1,23,1,2917.79,0.1
97,1,23,2,2973.56,0.24
98,1,24,0,2978.5,0.15
99,1,23,3,3025.06,1.13
100,1,24,1,3036.06,0.15
101,1,24,2,3093.04,0.51
102,1,25,0,3096.85,0.42
103,1,24,3,3144.04,1.42
104,1,25,1,3154.31,0.29
105,1,25,2,3213.4,1.54
106,1,26,0,3214.93,1.04
107,1,26,1,3273.17,0.64
108,1,26,2,3333.06,2.74
109,1,27,0,3334.22,1.9
110,1,27,1,3393.45,0.77
