None,Patch,15,1,2273.13,0.36
None,Patch,16,0,2343.23,0.31
None,Patch,16,2,2468.04,0.33
None,Patch,16,1,2404.83,0.21
None,Patch,17,0,2475.35,0.20
None,Patch,17,2,2601.61,0.26
None,Patch,17,1,2537.87,0.15
None,Patch,18,2,2735.41,0.25
None,Patch,18,1,2671.57,0.13
None,Patch,18,0,2608.24,0.16
None,Patch,19,1,2805.21,0.14
None,Patch,19,0,2741.40,0.16
None,Patch,19,2,2869.31,0.28
None,Patch,20,2,3002.43,0.37
None,Patch,20,1,2939.08,0.17
None,Patch,20,0,2874.55,0.18
None,Patch,21,0,3008.00,0.23
None,Patch,21,1,3071.81,0.25
None,Patch,21,2,3136.34,0.59
None,Patch,22,0,3141.43,0.38
None,Patch,22,1,3206.53,0.43
None,Patch,23,1,3340.91,0.93
None,Patch,23,0,3274.02,0.73
