2889,Sun,15,1,2291.97523,0.03812
2890,Sun,15,2,2352.12584,0.18294
2891,Sun,16,0,2362.81128,0.09048
2892,Sun,16,1,2425.50557,0.0731
2893,Sun,16,2,2485.66414,0.20665
2894,Sun,17,0,2496.33553,0.10216
2895,Sun,17,1,2559.0981,0.12676
2896,Sun,17,2,2619.54841,0.13599
2897,Sun,18,0,2629.92668,0.08084
2898,Sun,18,1,2693.47662,0.087
2899,Sun,18,2,2754.51777,0.21832
2900,Sun,19,0,2764.41172,0.10208
2901,Sun,19,1,2828.25091,0.0782
2902,Sun,19,2,2889.68849,0.15453
2903,Sun,20,0,2899.06884,0.05888
2904,Sun,20,1,2963.32266,0.06115
2905,Sun,20,2,3024.69408,0.09387
2906,Sun,21,0,3033.76623,0.06558
2907,Sun,20,3,3082.18033,0.61183
2908,Sun,21,1,3098.09366,0.07233
2909,Sun,21,2,3159.798,0.11632
2910,Sun,22,0,3168.49882,0.06689
2911,Sun,21,3,3217.95863,0.36001
2912,Sun,22,1,3233.21084,0.10169
2913,Sun,22,2,3295.10787,0.11367
2914,Sun,23,0,3303.61983,0.09641
2915,Sun,23,1,3368.68942,0.13486
2916,Sun,23,2,3430.59949,0.30767
2917,Sun,24,0,3439.12371,0.17757
2918,Sun,24,1,3504.17472,0.17838
2919,Sun,24,2,3566.98156,0.3281
2920,Sun,25,0,3575.20184,0.42596
2921,Sun,25,1,3640.74131,0.25752
2922,Sun,25,2,3703.44025,0.31268
2923,Sun,26,0,3710.27808,1.06424
2924,Sun,26,1,3777.33814,0.27025
2925,Sun,26,2,3840.02459,0.39057
2926,Sun,27,0,3850.82604,1.41626
2927,Sun,27,1,3913.77285,0.33954
